Time (sec),Force X (N),Force Y (N),Force Z (N),Torque X (Nm),Torque Y (Nm),Torque Z (Nm),Forktip Pose X (m),Forktip Pose Y (m),Forktip Pose Z (m),Forktip Pose Roll (rad),Forktip Pose Pitch (rad),Forktip Pose Yaw (rad)
1637705113.291196,1.3981017294306335,0.060992764881436234,-0.3620261391423867,-0.0010221407918213318,-0.000281805239884415,-3.987418327069947e-05,,,,,,
1637705113.2939303,,,,,,,-0.2299061053416981,-0.008637327922572768,-0.201859749242689,2.7900473250045046,-0.10132624823855144,-1.25887800383847
1637705113.3012173,1.5099203491615369,-0.01603259918051525,-0.10567067284781473,-0.0010280659953452757,-0.00011562342595372778,-5.2980423128897586e-05,,,,,,
1637705113.3039472,,,,,,,-0.2294818026013129,-0.008591066028022176,-0.20182356975235405,2.792045976400031,-0.10871779370922173,-1.2686254780753243
1637705113.3112402,1.823043791048345,-0.27741972890789535,-0.03957454622028678,-0.00080723504135088464,2.3876039644783807e-05,-4.3715667367067584e-05,,,,,,
1637705113.31397,,,,,,,-0.2289967280998788,-0.008516293587120527,-0.20191648647619087,2.7950855313863614,-0.11569254688451487,-1.2792959013087706
1637705113.3212497,2.1286207062338409,-0.51195530006058954,-0.23252061180987127,-0.00075422016711193648,0.00051188971280501842,-6.360099680709566e-05,,,,,,
1637705113.3239503,,,,,,,-0.22858079544891674,-0.008584340183718814,-0.20204635988638986,2.7978504486506415,-0.12273525642432481,-1.2880851735771823
1637705113.3240142,,,,,,,-0.22845518912063864,-0.008580876485131866,-0.20198730341981008,2.7987629572085364,-0.12565116734489887,-1.2911581645279229
1637705113.331275,2.5844908246404961,-0.60571018218577088,-0.22985612699596203,-0.00052443411019503035,0.00089687343405508014,-5.7838770662541755e-05,,,,,,
1637705113.333919,,,,,,,-0.22826542629342814,-0.008609542340386966,-0.20202031304508838,2.80013759841338,-0.12944192964771173,-1.294743408085463
1637705113.3412867,2.784239952740148,-0.5247010173374369,-0.4737031937968528,-0.00025525913931493858,0.0011004227590494329,-4.247283427706583e-05,,,,,,
1637705113.3439941,,,,,,,-0.2280376820237782,-0.008627544259215525,-0.20212460282319367,2.801919546197552,-0.13348781508746893,-1.2980344125068584
1637705113.3512082,2.8253968039079758,-0.65972979197410342,-0.14797770968437263,-0.00022951550414258061,0.0013082415770560938,-6.992814708346728e-05,,,,,,
1637705113.3539956,,,,,,,-0.22761791251349417,-0.008660369876212076,-0.2020309803845297,2.805180068568101,-0.13965061720491617,-1.3056676619819756
1637705113.36118,2.9649089914209137,-0.76106617933819742,-0.578636744314613,-0.00019900366266805867,0.001260364849749741,9.726155503004402e-06,,,,,,
1637705113.363915,,,,,,,-0.22684751051487853,-0.008634606427011637,-0.20221465120957216,2.811128815492958,-0.1484418894849413,-1.3193764496691114
1637705113.36396,,,,,,,-0.22614509540641828,-0.00862880295596069,-0.20239852465375363,2.816803679732799,-0.155712410129558,-1.3303745507314333
1637705113.3711972,2.914540416740167,-0.84253740251232823,-0.7926718291074497,0.00011239404157450418,0.0012723741572966088,-0.00010981179078988629,,,,,,
1637705113.3739986,,,,,,,-0.2250297842741628,-0.008941512023101922,-0.20240734286908646,2.8243874049955,-0.16554870922365694,-1.342376742846907
1637705113.381221,2.7410252663817825,-0.46306220345799476,-0.7120700514312386,-0.00038460479552382453,0.0011149821392630952,0.00013672110033590215,,,,,,
1637705113.3840015,,,,,,,-0.22401179730937967,-0.009282095002877272,-0.2022210972847629,2.83232529785484,-0.17465894992693623,-1.3543590089587652
1637705113.3912425,2.531301826747141,-0.58856336084527294,-0.7476869627918017,-4.3761580506269644e-05,0.0010825434460219536,-2.044079313612973e-05,,,,,,
1637705113.3939369,,,,,,,-0.22253752397640014,-0.009424233421100214,-0.20253677788805446,2.842213965005182,-0.18178505705020162,-1.3642093472455457
1637705113.4012506,2.1545851105132781,-0.50925092700092189,-1.1389569940377804,-0.00057232624489598615,0.00070301222004878251,6.158619080398262e-05,,,,,,
1637705113.4039328,,,,,,,-0.22098393253951398,-0.009333253265312647,-0.20328376968712336,2.853668473588703,-0.18808024988426952,-1.3773761671891436
1637705113.4112706,2.1727134753842825,-0.19869757904649776,-0.7014654908363109,-0.00079227589357623704,0.00097302508718066782,3.7520422788494406e-05,,,,,,
1637705113.4139884,,,,,,,-0.21925536706516238,-0.009373211663288306,-0.20398926463300415,2.865846894281533,-0.19401348451657335,-1.3907296165078185
1637705113.4212909,2.1171143637676537,-0.30803838326657151,-0.771556120573841,-0.00082362404012477906,0.0010230282463240276,4.565533028668897e-05,,,,,,
1637705113.4239597,,,,,,,-0.21707871329341535,-0.009180186090031434,-0.20517590350213966,2.8832985124418746,-0.2015009064152411,-1.4140386423779374
1637705113.424022,,,,,,,-0.2155103507109284,-0.009110777133185699,-0.20605553215751105,2.896368873173041,-0.20668692696164773,-1.431877393354111
1637705113.4311683,2.1403724162372839,-0.11226428127051102,-0.43898482322495447,-0.00073764441252474047,0.00099726062364144255,8.926747326310977e-05,,,,,,
1637705113.433926,,,,,,,-0.21359339817154,-0.00920894413469045,-0.20693312804639774,2.9128350843588517,-0.21439884659712297,-1.4558348577903468
1637705113.4411862,2.3251985019080954,0.40246759421743938,-0.5920970632576701,-0.0012190771772655298,0.0012341148100945849,0.00017931637987505036,,,,,,
1637705113.4439778,,,,,,,-0.2117825155399685,-0.00913228145017933,-0.20795236199893385,2.9286804268728677,-0.21989728405472994,-1.4777059739525622
1637705113.4512033,2.4077079547070599,-0.27820628748539211,-0.3611720805709826,-0.00095841668521124226,0.0013324217594168478,0.0001985238003568944,,,,,,
1637705113.454032,,,,,,,-0.21005974436214056,-0.009009144406431663,-0.20886651062026895,2.9443927113462074,-0.22502190489306348,-1.5002213831854982
1637705113.4612184,2.2095084843179116,-0.48135208445427302,-0.7645190338032144,-0.0006958687306929766,0.0011201408001446235,0.00019298754386506967,,,,,,
1637705113.4639335,,,,,,,-0.2081000335633517,-0.00905389100829837,-0.20973225618391833,2.9609536988351417,-0.2301836906674696,-1.5212759310172157
1637705113.4712422,2.1818768389055707,-0.12771301281054281,-0.9854355176062661,-0.00093421460529899566,0.0012412411430653826,0.0002626991817315273,,,,,,
1637705113.4739778,,,,,,,-0.206007081030104,-0.008941468897769644,-0.21069396024332643,2.9784917446899186,-0.23392661721815147,-1.5415618976288425
1637705113.4740434,,,,,,,-0.20457516084403948,-0.00883793882485115,-0.21130708221942907,2.990352809188991,-0.23588013387707288,-1.5557217961127898
1637705113.481254,2.1395243806800068,-0.21374508422661986,-0.8641636486886881,-0.0013964317386764048,0.0012195211359282412,0.00019897573966234927,,,,,,
1637705113.4840424,,,,,,,-0.2027569937508751,-0.008926136932280726,-0.21189480002899796,3.0043296061788087,-0.23812915488842987,-1.56890106144153
1637705113.491282,1.8024238780060795,-0.492709247429162,-1.1526530687323184,-0.0008983438053120111,0.0011732358840088675,0.00017603981991049997,,,,,,
1637705113.4939723,,,,,,,-0.2010910628678885,-0.008680438632662546,-0.21268378269135058,3.01804397474486,-0.23827476219811064,-1.582019653419576
1637705113.5011451,1.6414262063324254,-0.68995516797377121,0.17698712851295184,2.0037625073704532e-05,0.00092368247479120429,-6.56347236816443e-05,,,,,,
1637705113.5039363,,,,,,,-0.1996695329041051,-0.008852880991045337,-0.2133385802520823,3.0292270917667334,-0.23979923884568097,-1.5920305606620377
1637705113.5111706,1.4873352848951957,-0.50792503714916082,-0.1658150788058741,-0.00022781377902235598,0.00069630588858652287,-5.614399826708513e-05,,,,,,
1637705113.51399,,,,,,,-0.19848713863974843,-0.008649277340487899,-0.21392163093486916,3.0385286919476147,-0.23876328811490158,-1.6000536437474329
1637705113.521185,1.4403354597120295,-0.42678584528862229,-0.3811757336730768,-0.00059129531462935906,0.00076772933363389577,4.4864436502142085e-05,,,,,,
1637705113.5239487,,,,,,,-0.19741642846773247,-0.008790994912810463,-0.21450326300017142,3.047930518960468,-0.23954406429043643,-1.6126309828298935
1637705113.5239687,,,,,,,-0.1969458704667324,-0.008883510846943332,-0.2146819459071072,3.051866312997553,-0.24016518453222285,-1.6185145637639329
1637705113.5313494,1.1580212617572876,-0.5719773857738979,0.1181060175250952,-0.0007843317825586793,-4.3135896222253067e-05,-0.0001379450125544683,,,,,,
1637705113.5340292,,,,,,,-0.19647874011005084,-0.008896296659372277,-0.21497199219390806,3.0569604499914433,-0.24090971635248926,-1.6285381522485578
1637705113.5412326,1.2525155978220941,-0.66865615767116493,0.4720910542632364,-0.00077545019152935651,0.00019682644444507535,-4.1117016360701225e-05,,,,,,
1637705113.5439873,,,,,,,-0.19620747292182147,-0.00905660022109353,-0.21496593964449462,3.0610708368311044,-0.24258212597937698,-1.6410893760238847
1637705113.5514433,1.0455424102865343,-0.48049938738939152,1.233066137827251,-0.00083133323624098214,-0.00010340996267509545,-0.00016065496265358845,,,,,,
1637705113.5540028,,,,,,,-0.1960396719713549,-0.009181380962395014,-0.21486362422408123,3.064661371828752,-0.24423265900012603,-1.6512367294145749
1637705113.5612607,1.0958084520540015,-0.31491262802925285,0.9811811343673682,-0.00076797726030396814,0.00019292173399033908,-0.00011116760870625089,,,,,,
1637705113.5639431,,,,,,,-0.19574614963610085,-0.009247573671850307,-0.21475174544654818,3.0683205737413024,-0.24553865785256487,-1.6570882949466625
1637705113.5712802,1.1923606950518915,-0.14974820178476944,0.6221028837528877,-0.0011142202638599011,9.0996436195341437e-05,-4.8686999727074604e-05,,,,,,
1637705113.5739274,,,,,,,-0.1954993172416238,-0.009319335989673994,-0.21446051726956916,3.0726695122561516,-0.247616385689478,-1.6630421118745102
1637705113.5739706,,,,,,,-0.1952393466451842,-0.009390040248651171,-0.21408066053358643,3.0759183752892763,-0.24884841617731632,-1.6670048436539893
1637705113.5811703,1.7330160087647264,-0.070385864710936441,0.1438523248755299,-0.00084543095872040459,0.00026470785072891764,-6.653860229255404e-05,,,,,,
1637705113.5840538,,,,,,,-0.19489810531838248,-0.009476439894333832,-0.2134564393512446,3.080466518626829,-0.2504744954070304,-1.6718273241188801
1637705113.591179,1.5001514460303076,-0.35237233921979594,-0.8039925534002723,-0.0010025606747083046,0.00036603144473677736,5.582396465942871e-05,,,,,,
1637705113.5939732,,,,,,,-0.19449023457008846,-0.009495700306294902,-0.21255712542676553,3.085779127079611,-0.25186897697123545,-1.6796055205479816
1637705113.6011932,1.1479271652365992,-0.42811102206274315,-0.3021085924923561,-0.00091336458826724986,0.0002284870151391313,-2.823674615522881e-05,,,,,,
1637705113.603923,,,,,,,-0.1940058835759459,-0.009501010901436763,-0.21158817203500535,3.090443327545981,-0.2541581723944707,-1.6905687335128428
1637705113.6112113,0.82561658552534389,-0.53347402505333197,-0.005131965395403171,-0.0010026120605671563,5.6542023418316252e-05,-4.8574014900711754e-05,,,,,,
1637705113.613971,,,,,,,-0.19359660614955257,-0.009517556448784131,-0.21066231091940835,3.0933506249336418,-0.258113968726993,-1.704448832014807
1637705113.6212337,0.77462670563119629,-0.73537674069990144,0.013114640124896937,-0.0008864985145217195,1.1120552949928889e-05,-4.767013628980202e-05,,,,,,
1637705113.6239896,,,,,,,-0.19299565285056758,-0.00999103182292338,-0.20966519015357243,3.098907944841431,-0.2675709273320581,-1.7302811158824973
1637705113.6240249,,,,,,,-0.1928100160397807,-0.010102047840194112,-0.20945756162076834,3.100874466741899,-0.26981554958577847,-1.7374628877475544
1637705113.6312659,1.0847716432545407,-0.76970985712961804,-0.04131824913690174,-0.00070531349301747369,0.00014743043836745577,-7.68202214916601e-05,,,,,,
1637705113.6339242,,,,,,,-0.19240956623741418,-0.01050057856414327,-0.20865991142440032,3.1079599679044096,-0.2749578322559773,-1.7528605590117172
1637705113.6412723,1.4271789709000962,-0.88036709930437462,-0.3382459457948688,-0.00050176504724253794,0.00057401755108827377,-2.360436827431381e-05,,,,,,
1637705113.6440072,,,,,,,-0.1937601900867808,-0.013227100687162902,-0.20697468617703785,3.1113775603522384,-0.2914713260553544,-1.7651474048366382
1637705113.6511464,1.4242378503114832,-1.0266281214646389,0.3875081181422022,-0.0002665138171450688,0.00061916768242972428,-0.00010935985148443142,,,,,,
1637705113.654036,,,,,,,-0.19182057306937944,-0.010640240482855723,-0.20813835266166625,3.119955266481306,-0.28468944685956615,-1.765109101025291
1637705113.6611674,1.243601483291235,-1.319515590745781,-0.03919199915184457,-1.9240123723739816e-05,0.00057028012897837187,-0.0001468708138372063,,,,,,
1637705113.6639328,,,,,,,-0.19180469477352347,-0.010557381933852666,-0.20814362546399978,3.1223424376935354,-0.289729818399956,-1.7660357564440496
1637705113.6711788,1.2353542432864719,-1.2069163554459341,-0.2552376801648606,-0.00027169097444295942,0.00054181437456650796,-0.00010088598950714484,,,,,,
1637705113.6739295,,,,,,,-0.19212159269942647,-0.01091776993714555,-0.2075425775559835,3.12131684177891,-0.2973955911098039,-1.766101207063287
1637705113.6739814,,,,,,,-0.19249019800125292,-0.01125543658516237,-0.20707276866945457,3.118715209741188,-0.30360698019669174,-1.766899744762642
1637705113.681197,1.4691976372634288,-1.4799395668858106,0.042041426009465255,0.00036723015261505283,0.00088160226758208712,-0.00022257064750094702,,,,,,
1637705113.6840258,,,,,,,-0.19313665958104673,-0.011618838219076721,-0.2065445129026423,3.11280477737121,-0.3112027356761678,-1.7653566713999052
1637705113.691359,1.6411581955681975,-1.8939092671481026,0.15153440379643612,0.00069820564992687548,0.00098488903044400525,-0.0002573699740209927,,,,,,
1637705113.693985,,,,,,,-0.19394687300724822,-0.01190884459717792,-0.20617469000941213,3.1052238119396702,-0.3185615921480193,-1.7661013360710065
1637705113.7012296,1.7066358199766167,-2.0090101636383007,0.9080701620778431,0.00074693931049760285,0.0011250936891079011,-0.00026143742777008996,,,,,,
1637705113.7039886,,,,,,,-0.19501021218601688,-0.012118217059283898,-0.2057520262560013,3.0956292938798367,-0.325038630510907,-1.7690911982371058
1637705113.711257,1.5293372333606698,-2.0930521398817987,0.8824973353747243,0.00092896516121870963,0.00097499948351185625,-0.0002380495687127858,,,,,,
1637705113.714008,,,,,,,-0.19632114329812828,-0.01220543112343278,-0.20530136589122783,3.0840293062259665,-0.33049365310327194,-1.7721357821144925
1637705113.7211635,1.5968584043020946,-2.4457935757938842,0.4568158608559454,0.00089612671011984966,0.0009536918494132034,-0.0002582738526319024,,,,,,
1637705113.7239628,,,,,,,-0.1988554830405595,-0.013783952067501992,-0.2035081819213438,3.0629408071202535,-0.34198409325573936,-1.768856075965065
1637705113.72403,,,,,,,-0.20122658336742633,-0.013496431633389566,-0.20285723332330596,3.0438949490599723,-0.344700410787357,-1.7658586036518877
1637705113.7312915,1.747221181380556,-2.9225999464599548,0.5829140503462984,0.0010381459741921764,0.0011741086316161143,-0.00027397874349647036,,,,,,
1637705113.7339606,,,,,,,-0.2018930975294395,-0.011513269271383603,-0.2031871646795662,3.0265313786117174,-0.3392175517781415,-1.763176588525565
1637705113.7411594,1.8310417007464852,-3.0909298905809748,-0.020500571458940797,0.0011071570935906002,0.001160331664007351,-0.00020347621184546583,,,,,,
1637705113.744022,,,,,,,-0.20762134868295065,-0.012005934852750783,-0.2000896488954499,2.9908216183339245,-0.3460757937122292,-1.7570773662524868
1637705113.751177,2.2728169306874233,-3.1178623638202532,-1.043013299628388,0.0012974649898377035,0.00126524836082095,-0.00019104788094544828,,,,,,
1637705113.753979,,,,,,,-0.20666443908717252,-0.009710825985220245,-0.20063138716390272,2.9775509492064627,-0.33594328749523217,-1.752779469420731
1637705113.7612267,2.4150537806637788,-3.1137889315106686,-1.0968501271788949,0.0012311109533630596,0.0014093270084841692,-0.00017138852115814937,,,,,,
1637705113.7639325,,,,,,,-0.20911354759892004,-0.00852525077961494,-0.19935292102405033,2.95289392986999,-0.33211172638364367,-1.7465846797099795
1637705113.771219,2.4506397307054666,-2.7861350324405945,-0.801608306555103,0.0010558508803900975,0.0014247750521839083,-0.00016257570470177424,,,,,,
1637705113.7739727,,,,,,,-0.21228061701819093,-0.0064584416507321996,-0.19849148904152647,2.919408750922368,-0.3210300463319411,-1.7248847254257589
1637705113.7740448,,,,,,,-0.2145968908921375,-0.004841774032852575,-0.19765064640215824,2.8950224774528,-0.30925576343793015,-1.7043766675660865
1637705113.781241,2.8321112965997677,-2.4412892663757706,-0.061935756837190326,0.00067388235339909644,0.0014778276730291993,-0.0001695807639363299,,,,,,
1637705113.7839813,,,,,,,-0.217517629569621,-0.0026265147436577707,-0.1969964102727062,2.865837868127342,-0.28996110600657116,-1.6707872537825306
1637705113.7912638,2.3921213531374406,-1.4423632118973178,0.16280174942854764,0.0003805027806910421,0.0012558680508995912,-0.00013850993668628603,,,,,,
1637705113.7939913,,,,,,,-0.22028678852865805,-0.0001905914985865509,-0.19654243511579927,2.8386573191877553,-0.2660337075838303,-1.6312092356844
1637705113.8012698,2.3405555838616747,-1.2220040675305821,0.4528080130807641,0.00034729849645306129,0.0013072783776050898,-0.00020053860636000745,,,,,,
1637705113.8039236,,,,,,,-0.22322794643978996,0.0020693103631799215,-0.19618863902265826,2.8122804116936955,-0.23991226963431328,-1.5862141778076317
1637705113.811156,2.4540949717784328,-0.59878162040217275,0.9082125051730774,0.00038411548201322212,0.0011526696876368739,-0.00020596187802546934,,,,,,
1637705113.8139844,,,,,,,-0.22591234567458623,0.004326272768556544,-0.19594192467886717,2.7888940716109882,-0.21269746327651878,-1.536649481100479
1637705113.8211753,2.6658806672091711,-1.1045765483700924,0.44759469721782175,0.00033572863287448338,0.0013279958781180117,-0.00026799054769919076,,,,,,
1637705113.8239846,,,,,,,-0.22859183368960964,0.006593356865382649,-0.1951940294687362,2.7672950708222706,-0.18143239999703992,-1.4741841226943797
1637705113.824049,,,,,,,-0.23026805501009456,0.007719220322659148,-0.19434854902804888,2.7541345151528707,-0.16269428609728467,-1.4314178534857422
1637705113.8311865,3.1338505316665559,-1.3982229725663085,-0.1866105153752038,0.00060849016488489604,0.001380712519264542,-0.00028109678755738887,,,,,,
1637705113.8339272,,,,,,,-0.2313680488985841,0.0090916793133555,-0.19419479245740023,2.7432919572034447,-0.1377952185504747,-1.3753451280595472
1637705113.8412037,3.4005584682385686,-1.6543109680088328,-0.6316639955109746,0.00066125760947879117,0.0014427500184443667,-0.00020957739246911175,,,,,,
1637705113.8439486,,,,,,,-0.23264562312466078,0.009704069543403276,-0.19305520129172526,2.73434848569822,-0.12045054745544984,-1.3293342659801903
1637705113.851223,3.5700504511401085,-1.9392679366082413,-0.4191724436570823,0.00081304167878791154,0.0014844593904981896,-0.00020935142281638258,,,,,,
1637705113.853996,,,,,,,-0.2332644816015506,0.010314160100532155,-0.1921697724538366,2.7315706297735294,-0.11067733063135048,-1.3000704638655356
1637705113.8613145,3.3508188377777715,-1.9041691736441644,-0.523162971168917,0.00081087794760699005,0.0014825578415192755,-0.00012438683339081533,,,,,,
1637705113.863935,,,,,,,-0.23340290870798747,0.011182443997357405,-0.19164257431734077,2.7339407610238,-0.10860356812584196,-1.2916328249951736
1637705113.8712587,3.1656243741525723,-1.7965350491472942,-0.7118431921232098,0.00074524595231560014,0.0014172678270058382,-8.179155385166711e-05,,,,,,
1637705113.873949,,,,,,,-0.23320418393385367,0.012674352129894512,-0.1912866125767636,2.740647685622319,-0.11052933342903341,-1.2996006298450873
1637705113.874012,,,,,,,-0.23289653635919672,0.014052065373482164,-0.19106344844369594,2.7473614070743686,-0.11293628019775852,-1.3116935644210082
1637705113.8812723,2.894408148237031,-1.4646073644282027,-0.5201693179472784,0.00066339620923414186,0.0014408536122328644,-0.00015229408550266818,,,,,,
1637705113.883961,,,,,,,-0.23251244676369553,0.015660657490152746,-0.19093967241102527,2.754514849761006,-0.11389048695353507,-1.3229102795219665
1637705113.8911557,2.9099844952442293,-1.3269843920898632,-0.6920308125553376,0.00068384667598338569,0.0014400057216519923,-0.00014291634491447533,,,,,,
1637705113.8939793,,,,,,,-0.23227944627121228,0.017313713531540126,-0.19075903626965662,2.7596271965991184,-0.10961975548822687,-1.3232707306871707
1637705113.901162,3.2320262646801785,-1.310440502530327,-0.8613568207795446,0.0006171106033861307,0.0014841895798261325,-0.0001551187061617637,,,,,,
1637705113.9039335,,,,,,,-0.2321509652021332,0.018703976120191507,-0.19062831547751358,2.763052461627078,-0.10396393631572505,-1.316053529322539
1637705113.911198,3.4235509406965274,-1.4478370615256959,-0.24354330524704793,0.00070376509273785697,0.0015019950535415953,-0.00017895850452452275,,,,,,
1637705113.9140072,,,,,,,-0.23185825118639686,0.020545209058683095,-0.19052142628276936,2.767741600559568,-0.09389190629442647,-1.2958548389117277
1637705113.914053,,,,,,,-0.23169982878799017,0.021107380657662822,-0.19058733394443472,2.7697647426983893,-0.09105070757671273,-1.289134348617411
1637705113.9212039,3.4545310569899828,-1.3323392211717318,-0.4552252807467987,0.00059857255356210795,0.0014489594674817626,-0.00016144585643813533,,,,,,
1637705113.9239776,,,,,,,-0.231115736789973,0.022172400780272966,-0.19099503209918423,2.775683951195914,-0.08619440419124755,-1.276188129767947
1637705113.931219,3.3140923459237319,-1.2387748993374244,-0.20822887296385773,0.00068044886319022562,0.0015421539781063061,-0.0001731962783799723,,,,,,
1637705113.9339342,,,,,,,-0.23039168986687633,0.0231788524443923,-0.19126244921780888,2.782490441881967,-0.08409052523418328,-1.268072212408192
1637705113.9412363,3.1328626719919335,-1.9420151725727801,-0.7558983800981096,0.00089603895005284872,0.0013919990109468989,-0.00017715074730270328,,,,,,
1637705113.9439394,,,,,,,-0.2294116956283522,0.024253440420032746,-0.1916099827918497,2.790417521209243,-0.08263491176573849,-1.2615983922632268
1637705113.9512875,2.876993823580273,-2.2881742723390159,0.2649329202588877,0.00089846008990245485,0.0013423855735169112,-0.00021533961861366566,,,,,,
1637705113.95399,,,,,,,-0.22809091744800486,0.025468805202000455,-0.1920912096484957,2.8005666941298633,-0.08177635857168758,-1.2573540710560607
1637705113.9612741,2.4448874666679612,-2.6278147278615291,0.11383127644635138,0.0010173969775425879,0.0010846337907554745,-0.00020912545316365688,,,,,,
1637705113.963973,,,,,,,-0.2266734105768173,0.026567801624693882,-0.19232152636538502,2.81209234080459,-0.08288167820461988,-1.2559198919186358
1637705113.9711552,2.2412590609101457,-2.6489752264131936,-0.4582589679639728,0.0011585123267909227,0.0010013311985242945,-0.00024087418937188132,,,,,,
1637705113.9739416,,,,,,,-0.2251120907470945,0.028232093493000043,-0.19264240960031231,2.82487515292954,-0.08202289787655237,-1.254730332960815
1637705113.9739923,,,,,,,-0.22417523470806971,0.029614703700250433,-0.1930068930998703,2.832778328066332,-0.08088149390395964,-1.2554267145471507
1637705113.9811752,2.2634739420352794,-2.6384865044455532,-0.08612963480523206,0.0011394544520111792,0.0011552341701363516,-0.0002282198888191346,,,,,,
1637705113.984008,,,,,,,-0.223606144989307,0.03157874194061691,-0.1929801370919514,2.8388506879225828,-0.07752384931924437,-1.2576671286845702
1637705113.9911876,2.510192297977929,-2.553308917708339,-0.4384510366178258,0.0010666830460003382,0.0011102189155705741,-0.00018313894309998288,,,,,,
1637705113.993954,,,,,,,-0.22360180218469303,0.033572851838616746,-0.19269292813092476,2.8407207044840352,-0.07418228314279408,-1.2641553230784677
1637705114.0012057,2.4945766051698977,-2.2185426618040491,0.05075549237081667,0.00092503564675722682,0.0012563587302722289,-0.00021115918003820552,,,,,,
1637705114.0039132,,,,,,,-0.22413055350396482,0.03568729491067721,-0.19225632523829173,2.8391931887874824,-0.06958600972498463,-1.2717150312735417
1637705114.0112202,2.8310373351875224,-2.0703601540331853,-0.12734685731890494,0.00070341240007028207,0.0013105317303428517,-0.00019805294018000394,,,,,,
1637705114.0139682,,,,,,,-0.22519622245661536,0.0381937453952097,-0.19154087611999893,2.834916185469581,-0.06199859381824026,-1.2795602047725974
1637705114.0212467,2.986728076473395,-1.84479500700265,-0.574584414322171,0.00070569751922886967,0.0012977609714024505,-0.000145289026268116,,,,,,
1637705114.024044,,,,,,,-0.2270623589776856,0.04179992087188303,-0.190349038255757,2.8263399553135047,-0.05213252303627953,-1.297027198452509
1637705114.0241373,,,,,,,-0.22799662918334712,0.043527769104194564,-0.18971917769006164,2.8218300307557675,-0.04709337233443989,-1.3051445619988902
1637705114.031276,3.0292672682931059,-1.7551007609925686,-0.07433295078772062,0.00069476927403085034,0.0013600754206466855,-0.00019375951677818096,,,,,,
1637705114.0339699,,,,,,,-0.22970213301964668,0.0463056521163146,-0.188637113129551,2.8137746453159305,-0.039431120042353586,-1.3194911995301974
1637705114.041282,2.9924433275612952,-1.9185972655814867,-0.26522838616159206,0.00077490367364720721,0.0013566343910609456,-0.00016664315845087152,,,,,,
1637705114.0439534,,,,,,,-0.2312807471181044,0.049149823096295675,-0.18731397723022236,2.805891695130964,-0.03224510599024344,-1.334887509912982
1637705114.0511496,2.7140827673915737,-2.1535960427761616,0.3609566826593493,0.00085623782471004628,0.0012505588355496756,-0.0001616718260908645,,,,,,
1637705114.0539997,,,,,,,-0.23241808409876114,0.05162698600661822,-0.18657988646858403,2.7998743144302463,-0.026320578687954545,-1.3501489600262933
1637705114.0611722,2.5442157487282415,-2.2340870376808697,-0.254597136236308,0.00089648012034796939,0.0012016463429425227,-0.00017941044382997762,,,,,,
1637705114.0639784,,,,,,,-0.23379237838558195,0.05433509836540207,-0.18516221616720774,2.793221390044582,-0.020452303017201186,-1.3659682002474263
1637705114.07119,2.2905252166983079,-2.2663893715241743,-0.4462487693036099,0.00099214428643879275,0.001153681335880577,-0.00020810858972638083,,,,,,
1637705114.0739706,,,,,,,-0.2356749939172983,0.058143930559100734,-0.18298656098276522,2.7841791784095538,-0.011196695392819528,-1.3847251306877602
1637705114.074043,,,,,,,-0.2367438640816358,0.06023801937480025,-0.18168336240957528,2.778797550074828,-0.005945316582596013,-1.3943607961154254
1637705114.081217,2.3274713691593067,-2.2206710440792579,-0.5375040380137346,0.0010822120949142606,0.0010092037677637911,-0.00021985901166821434,,,,,,
1637705114.084009,,,,,,,-0.2384775882528763,0.06335157468732176,-0.17958106919245698,2.7699592302360503,0.0033900034701787895,-1.4056796161865779
1637705114.091247,2.2871358742142189,-2.260687890563069,-0.7467039057903424,0.001013848319075295,0.0010349657432958223,-0.00020099054566546232,,,,,,
1637705114.0940282,,,,,,,-0.24054816336137488,0.0666578244423149,-0.17717363116961016,2.7586373330994394,0.014211537548151477,-1.4179577551280245
1637705114.1012504,2.3845077590366377,-2.1926154784867729,-0.15271951404435313,0.0009692565339771657,0.0011605584863696773,-0.00025047789961280334,,,,,,
1637705114.1039722,,,,,,,-0.24281373685095506,0.06987621943149319,-0.1746465298865476,2.7451506676108983,0.025221604003602755,-1.4313091484015539
1637705114.111271,2.4897772431000202,-2.1477146147170565,-0.06569450419571154,0.00075836546779440455,0.0012121866498747105,-0.00021353186139184271,,,,,,
1637705114.1140578,,,,,,,-0.2469316822072135,0.07543326669387969,-0.1702733191562117,2.717903550220564,0.047818584219863264,-1.4523171688510965
1637705114.114132,,,,,,,-0.24806456748688227,0.07693110259489327,-0.16904387632977136,2.7098733355167393,0.054048094841823754,-1.458295785400217
1637705114.121307,2.5754457438824288,-1.9267609607656655,-0.1912855964092941,0.00063708359395718366,0.0012349241752867769,-0.00022177975371640013,,,,,,
1637705114.1240182,,,,,,,-0.25102314423526545,0.08052002930186151,-0.16586154226091476,2.6878770544555746,0.0694836039514758,-1.4739715244801375
1637705114.1311638,2.5406600801398591,-1.7019529092546608,0.08309406431927435,0.00056363499654870221,0.0012475742638100511,-0.00021149813451729407,,,,,,
1637705114.1341343,,,,,,,-0.2538333852992608,0.08417424009067646,-0.162517973770117,2.664971368183032,0.08370065867596274,-1.4930114875777984
1637705114.1413279,2.5300356074198378,-1.43785770388275,-0.575861053957551,0.00055011106952246552,0.001316870232041046,-0.00017003270324178477,,,,,,
